market_ID,vendor_ID,City,Health_unit,Yearround,Visit_date,Visit_month,Visit_day,Location,Public_private,no_vendors,no_TCSfood_vendors,communal_sinks,electrical_access,pet_signs,pets_visible,no_vendors_working,time_start,vendor_roles,TCS_rawmeat,TCS_rtemeat,TCS_preparedfood,TCS_produce,TCS_sprouts,TCS_cheese_dairy,TCS_eggs,TCS_cider_juice,FS_info,FS_info_description,Visible_handwashing_station,Visible_sanitizer,Visible_trashcan_lid,Visible_trashcan_nolid,Visible_trashcan,Visible_none,Clean_contact_surfaces,Food_off_ground,Protect_sneeze,Protect_mesh,Protect_plastic,Protect_coolers,Protect_covered,Protect_none_forsome,Protect_atleastone,Rawmeats_separate,Coldholding_foods_sold,Cold_units,Cold_coolers,Cold_ice,Cold_none_forsome,Coldholding_thermometers,Hotholding_foods_sold,Hot_units,Hot_grill,Hot_none_forsome,Hotholding_thermometers,Cooking_thermometeres,Food_samples,TCSfood_samples,Sample_types,Samples_singleservingitems,gender,vendor_cleanattire,vendor_hair,vendor_healthy,beh_handle_food,beh_cash,beh_waste,beh_dishes,beh_phone,beh_belongings,beh_pickup,beh_touchface,beh_eatdrink,beh_smoke,beh_animals,beh_coughsneeze,transactions,handwashing_attempts,handwashing_adequate,sanitizer_use,Handle_hands,Handle_gloves,Handle_tongs,Handle_napkin_plastic,gloves_changed,end_time
30,242.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,1.0,11:50:00,Multiple work roles,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,,0.0,0.0,0.0,1.0,1.0,0.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,No,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,Yes,Yes,Cheese,"Yes, for all samples",Male,Yes,No,Yes,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,12:00:00
30,243.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,3.0,11:58:00,Single work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,1.0,1.0,0.0,Yes,Yes,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Yes,Yes,0.0,1.0,0.0,0.0,Can't tell,Yes,1.0,1.0,0.0,Can't tell,No,No,No,,N/a - no food samples are offerred,Female,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12:08:00
30,244.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,2.0,12:00:00,Multiple work roles,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,,0.0,0.0,0.0,1.0,1.0,0.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Yes,Yes,0.0,1.0,0.0,1.0,Can't tell,Yes,0.0,1.0,0.0,Can't tell,Can't tell,Yes,Yes,Duck bone broth,"Yes, for all samples",Female,Yes,Yes,Yes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,12:10:00
30,245.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,1.0,12:13:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,Yes,Yes,Salsa and guacamole with chips,"Yes, for all samples",Female,Yes,No,Yes,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,12:23:00
30,246.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,3.0,12:25:00,Multiple work roles,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,Yes,1.0,0.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,Yes,Yes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,12:35:00
30,247.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,1.0,12:13:00,Multiple work roles,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,No,Yes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,12:23:00
30,248.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,1.0,00:40:00,Multiple work roles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Male,Yes,No,Yes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,12:50:00
30,249.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,1.0,12:40:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,Yes,0.0,1.0,1.0,Can't tell,No,Yes,Yes,Raw ostrich egg for $1,"Yes, for all samples",Female,Yes,No,Yes,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,12:50:00
30,250.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,2.0,08:26:00,Multiple work roles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Male,Yes,No,Yes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,08:36:00
30,251.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,1.0,08:55:00,Multiple work roles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,Yes,No,Raw vegetable ,No,Male,Yes,Yes,Yes,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,09:05:00
30,252.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,2.0,09:01:00,Multiple work roles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,0.0,0.0,1.0,No,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,Yes,Yes,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,09:11:00
30,253.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,1.0,09:11:00,Multiple work roles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Male,Yes,No,Yes,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,09:21:00
30,254.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,1.0,09:17:00,Multiple work roles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Yes,Yes,0.0,1.0,0.0,0.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,No,Yes,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,09:27:00
30,255.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,2.0,09:30:00,Multiple work roles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Yes,Yes,0.0,1.0,0.0,0.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,No,Yes,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,09:41:00
30,256.0,Toronto,Toronto,Yes,2018-08-11,August,Saturday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",56,31,Yes,Yes,No,Yes,1.0,09:27:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",No,0.0,0.0,0.0,0.0,N/a - no foods are being sold that require cold-holding temperature control,Yes,1.0,0.0,0.0,Can't tell,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,Yes,Yes,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,09:37:00
31,257.0,Toronto,Toronto,No,2018-08-14,August,Tuesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",30,9,Yes,No,No,Yes,1.0,16:47:00,Multiple work roles,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,1.0,1.0,0.0,Yes,Yes,1.0,0.0,1.0,1.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,Yes,Yes,Cured meat,No,Male,Yes,No,Yes,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,16:58:00
31,258.0,Toronto,Toronto,No,2018-08-14,August,Tuesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",30,9,Yes,No,No,Yes,1.0,17:13:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",No,0.0,0.0,0.0,0.0,N/a - no foods are being sold that require cold-holding temperature control,Yes,1.0,0.0,1.0,Can't tell,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Male,Yes,Yes,Yes,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,17:25:00
31,259.0,Toronto,Toronto,No,2018-08-14,August,Tuesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",30,9,Yes,No,No,Yes,1.0,17:13:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,0.0,Can't tell,Yes,1.0,0.0,0.0,Can't tell,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,Yes,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,17:25:00
31,260.0,Toronto,Toronto,No,2018-08-14,August,Tuesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",30,9,Yes,No,No,Yes,2.0,17:25:00,Single work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,1.0,1.0,0.0,Yes,Yes,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,1.0,1.0,Can't tell,Yes,0.0,1.0,1.0,Can't tell,No,No,No,,N/a - no food samples are offerred,Male,Yes,Yes,Yes,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17:40:00
31,261.0,Toronto,Toronto,No,2018-08-14,August,Tuesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",30,9,Yes,No,No,Yes,1.0,16:58:00,Multiple work roles,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Yes,Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Male,Yes,No,Yes,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,17:10:00
31,262.0,Toronto,Toronto,No,2018-08-14,August,Tuesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",30,9,Yes,No,No,Yes,3.0,17:33:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Yes,Yes,0.0,1.0,0.0,1.0,Can't tell,Yes,0.0,1.0,0.0,Can't tell,No,No,No,,N/a - no food samples are offerred,Female,Yes,Yes,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,17:45:00
31,263.0,Toronto,Toronto,No,2018-08-14,August,Tuesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",30,9,Yes,No,No,Yes,3.0,17:44:00,Single work roles,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Yes,Yes,0.0,1.0,1.0,0.0,Can't tell,Yes,0.0,1.0,0.0,Can't tell,No,No,No,,N/a - no food samples are offerred,Male,Yes,No,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17:54:00
31,264.0,Toronto,Toronto,No,2018-08-14,August,Tuesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",30,9,Yes,No,No,Yes,1.0,17:54:00,Multiple work roles,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,,1.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,1.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,Yes,Yes,Cheese,"Yes, for all samples",Male,Yes,No,Yes,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,06:05:00
31,265.0,Toronto,Toronto,No,2018-08-14,August,Tuesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",30,9,Yes,No,No,Yes,2.0,17:54:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,1.0,0.0,0.0,1.0,0.0,1.0,0.0,"N/a - no raw meats, poultry or fish are present",No,0.0,0.0,0.0,0.0,N/a - no foods are being sold that require cold-holding temperature control,Yes,1.0,0.0,1.0,Can't tell,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Male,Yes,Yes,Yes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,18:05:00
32,266.0,Toronto,Toronto,No,2018-08-15,August,Wednesday,Outdoors only,Privately owned property (e.g. mall parking lot),6,4,Yes,Yes,No,No,1.0,10:17:00,Multiple work roles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,0.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,No,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,10:30:00
32,267.0,Toronto,Toronto,No,2018-08-15,August,Wednesday,Outdoors only,Privately owned property (e.g. mall parking lot),6,4,Yes,Yes,No,No,1.0,10:13:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"N/a - no raw meats, poultry or fish are present",No,0.0,0.0,0.0,0.0,N/a - no foods are being sold that require cold-holding temperature control,Yes,1.0,0.0,1.0,Can't tell,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Male,Yes,Yes,Yes,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,10:44:00
32,268.0,Toronto,Toronto,No,2018-08-15,August,Wednesday,Outdoors only,Privately owned property (e.g. mall parking lot),6,4,Yes,Yes,No,No,1.0,10:33:00,Multiple work roles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,0.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Male,Yes,Yes,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,10:46:00
32,269.0,Toronto,Toronto,No,2018-08-15,August,Wednesday,Outdoors only,Privately owned property (e.g. mall parking lot),6,4,Yes,Yes,No,No,1.0,10:45:00,Multiple work roles,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,1.0,0.0,1.0,1.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,Yes,Yes,Cured meat,No,Female,Yes,No,Yes,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,10:54:00
33,270.0,Toronto,Toronto,No,2018-08-15,August,Wednesday,Outdoors only,Privately owned property (e.g. mall parking lot),2,1,Yes,No,No,No,4.0,11:14:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,1.0,0.0,0.0,0.0,0.0,Yes,Yes,0.0,0.0,1.0,1.0,1.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",No,0.0,0.0,0.0,0.0,Can't tell,Yes,1.0,0.0,1.0,Can't tell,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,Yes,Yes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,11:32:00
34,271.0,Etobicoke,Toronto,No,2018-08-15,August,Wednesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",19,8,Yes,Yes,No,Yes,1.0,15:10:00,Multiple work roles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,0.0,0.0,1.0,No,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,Yes,Yes,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,15:22:00
34,272.0,Etobicoke,Toronto,No,2018-08-15,August,Wednesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",19,8,Yes,Yes,No,Yes,2.0,15:22:00,Multiple work roles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,1.0,0.0,0.0,0.0,Can't tell,Yes,1.0,0.0,0.0,Can't tell,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,Yes,Yes,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,15:33:00
34,273.0,Etobicoke,Toronto,No,2018-08-15,August,Wednesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",19,8,Yes,Yes,No,Yes,1.0,15:33:00,Multiple work roles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,0.0,0.0,1.0,No,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,No,No,,N/a - no food samples are offerred,Female,Yes,No,Yes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,15:43:00
34,274.0,Etobicoke,Toronto,No,2018-08-15,August,Wednesday,Outdoors only,"Publicly owned property (e.g. community centres, parks)",19,8,Yes,Yes,No,Yes,1.0,16:08:00,Multiple work roles,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No,,1.0,0.0,0.0,1.0,1.0,0.0,Yes,Yes,0.0,1.0,1.0,1.0,0.0,0.0,1.0,"N/a - no raw meats, poultry or fish are present",Yes,0.0,1.0,0.0,1.0,Can't tell,No,0.0,0.0,0.0,N/a - no foods are being sold that require hot-holding temperature control,N/a - no food is being cooked on site,Yes,Yes,Smoked salmon,"Yes, for all samples",Female,Yes,Yes,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,16:18:00
